producto,fecha,cantidad
pollo,2025-01-25,35
aguacate,2025-01-25,22
chile,2025-01-25,23
jitomate,2025-01-26,59
cebolla,2025-01-26,37
huevo,2025-01-26,88
tortilla,2025-01-26,113
leche,2025-01-26,58
frijol,2025-01-26,43
arroz,2025-01-26,44
pollo,2025-01-26,45
aguacate,2025-01-26,24
chile,2025-01-26,17
jitomate,2025-01-27,40
cebolla,2025-01-27,27
huevo,2025-01-27,61
tortilla,2025-01-27,90
leche,2025-01-27,51
frijol,2025-01-27,28
arroz,2025-01-27,28
pollo,2025-01-27,30
aguacate,2025-01-27,18
chile,2025-01-27,19
jitomate,2025-01-28,32
cebolla,2025-01-28,32
huevo,2025-01-28,63
tortilla,2025-01-28,85
leche,2025-01-28,42
frijol,2025-01-28,17
arroz,2025-01-28,22
pollo,2025-01-28,25
aguacate,2025-01-28,21
chile,2025-01-28,16
jitomate,2025-01-29,41
cebolla,2025-01-29,40
huevo,2025-01-29,73
tortilla,2025-01-29,108
leche,2025-01-29,64
frijol,2025-01-29,34
arroz,2025-01-29,25
pollo,2025-01-29,46
aguacate,2025-01-29,19
chile,2025-01-29,19
jitomate,2025-01-30,55
cebolla,2025-01-30,39
huevo,2025-01-30,78
tortilla,2025-01-30,110
leche,2025-01-30,72
frijol,2025-01-30,23
arroz,2025-01-30,32
pollo,2025-01-30,42
aguacate,2025-01-30,34
chile,2025-01-30,25
jitomate,2025-01-31,55
cebolla,2025-01-31,32
huevo,2025-01-31,95
tortilla,2025-01-31,114
leche,2025-01-31,50
frijol,2025-01-31,40
arroz,2025-01-31,26
pollo,2025-01-31,36
aguacate,2025-01-31,25
chile,2025-01-31,18
jitomate,2025-02-01,65
cebolla,2025-02-01,47
huevo,2025-02-01,91
tortilla,2025-02-01,173
leche,2025-02-01,56
frijol,2025-02-01,45
arroz,2025-02-01,37
pollo,2025-02-01,64
aguacate,2025-02-01,42
chile,2025-02-01,36
jitomate,2025-02-02,46
cebolla,2025-02-02,30
huevo,2025-02-02,75
tortilla,2025-02-02,107
leche,2025-02-02,44
frijol,2025-02-02,33
arroz,2025-02-02,29
pollo,2025-02-02,51
aguacate,2025-02-02,30
chile,2025-02-02,21
jitomate,2025-02-03,37
cebolla,2025-02-03,27
huevo,2025-02-03,51
tortilla,2025-02-03,121
leche,2025-02-03,40
frijol,2025-02-03,23
arroz,2025-02-03,30
pollo,2025-02-03,30
aguacate,2025-02-03,18
chile,2025-02-03,13
jitomate,2025-02-04,43
cebolla,2025-02-04,31
huevo,2025-02-04,59
tortilla,2025-02-04,64
leche,2025-02-04,49
frijol,2025-02-04,24
arroz,2025-02-04,24
pollo,2025-02-04,26
aguacate,2025-02-04,20
chile,2025-02-04,14
jitomate,2025-02-05,37
cebolla,2025-02-05,28
huevo,2025-02-05,52
tortilla,2025-02-05,94
leche,2025-02-05,46
frijol,2025-02-05,25
arroz,2025-02-05,27
pollo,2025-02-05,37
aguacate,2025-02-05,17
chile,2025-02-05,16
jitomate,2025-02-06,42
cebolla,2025-02-06,28
huevo,2025-02-06,65
tortilla,2025-02-06,92
leche,2025-02-06,43
frijol,2025-02-06,26
arroz,2025-02-06,25
pollo,2025-02-06,37
aguacate,2025-02-06,26
chile,2025-02-06,19
jitomate,2025-02-07,49
cebolla,2025-02-07,21
huevo,2025-02-07,51
tortilla,2025-02-07,79
leche,2025-02-07,43
frijol,2025-02-07,24
arroz,2025-02-07,24
pollo,2025-02-07,38
aguacate,2025-02-07,23
chile,2025-02-07,18
jitomate,2025-02-08,41
cebolla,2025-02-08,39
huevo,2025-02-08,79
tortilla,2025-02-08,113
leche,2025-02-08,60
frijol,2025-02-08,36
arroz,2025-02-08,31
pollo,2025-02-08,40
aguacate,2025-02-08,29
chile,2025-02-08,23
jitomate,2025-02-09,54
cebolla,2025-02-09,34
huevo,2025-02-09,58
tortilla,2025-02-09,88
leche,2025-02-09,56
frijol,2025-02-09,33
arroz,2025-02-09,37
pollo,2025-02-09,30
aguacate,2025-02-09,28
chile,2025-02-09,21
jitomate,2025-02-10,31
cebolla,2025-02-10,37
huevo,2025-02-10,57
tortilla,2025-02-10,93
leche,2025-02-10,64
frijol,2025-02-10,21
arroz,2025-02-10,24
pollo,2025-02-10,39
aguacate,2025-02-10,16
chile,2025-02-10,17
jitomate,2025-02-11,37
cebolla,2025-02-11,32
huevo,2025-02-11,59
tortilla,2025-02-11,71
leche,2025-02-11,53
frijol,2025-02-11,26
arroz,2025-02-11,22
pollo,2025-02-11,29
aguacate,2025-02-11,19
chile,2025-02-11,14
jitomate,2025-02-12,43
cebolla,2025-02-12,26
huevo,2025-02-12,53
tortilla,2025-02-12,70
leche,2025-02-12,43
frijol,2025-02-12,28
arroz,2025-02-12,29
pollo,2025-02-12,24
aguacate,2025-02-12,17
chile,2025-02-12,18
jitomate,2025-02-13,34
cebolla,2025-02-13,25
huevo,2025-02-13,48
tortilla,2025-02-13,66
leche,2025-02-13,47
frijol,2025-02-13,22
arroz,2025-02-13,30
pollo,2025-02-13,32
aguacate,2025-02-13,17
chile,2025-02-13,18
jitomate,2025-02-14,55
cebolla,2025-02-14,31
huevo,2025-02-14,51
tortilla,2025-02-14,96
leche,2025-02-14,46
frijol,2025-02-14,36
arroz,2025-02-14,25
pollo,2025-02-14,38
aguacate,2025-02-14,31
chile,2025-02-14,23
jitomate,2025-02-15,55
cebolla,2025-02-15,40
huevo,2025-02-15,87
tortilla,2025-02-15,130
leche,2025-02-15,92
frijol,2025-02-15,37
arroz,2025-02-15,33
pollo,2025-02-15,60
aguacate,2025-02-15,38
chile,2025-02-15,26
jitomate,2025-02-16,67
cebolla,2025-02-16,45
huevo,2025-02-16,73
tortilla,2025-02-16,133
leche,2025-02-16,62
frijol,2025-02-16,34
arroz,2025-02-16,36
pollo,2025-02-16,55
aguacate,2025-02-16,34
chile,2025-02-16,22
jitomate,2025-02-17,32
cebolla,2025-02-17,28
huevo,2025-02-17,59
tortilla,2025-02-17,84
leche,2025-02-17,31
frijol,2025-02-17,27
arroz,2025-02-17,33
pollo,2025-02-17,40
aguacate,2025-02-17,22
chile,2025-02-17,18
jitomate,2025-02-18,33
cebolla,2025-02-18,28
huevo,2025-02-18,46
tortilla,2025-02-18,84
leche,2025-02-18,36
frijol,2025-02-18,25
arroz,2025-02-18,24
pollo,2025-02-18,36
aguacate,2025-02-18,21
chile,2025-02-18,15
jitomate,2025-02-19,41
cebolla,2025-02-19,23
huevo,2025-02-19,53
tortilla,2025-02-19,76
leche,2025-02-19,51
frijol,2025-02-19,23
arroz,2025-02-19,27
pollo,2025-02-19,35
aguacate,2025-02-19,13
chile,2025-02-19,14
jitomate,2025-02-20,37
cebolla,2025-02-20,32
huevo,2025-02-20,60
tortilla,2025-02-20,99
leche,2025-02-20,44
frijol,2025-02-20,23
arroz,2025-02-20,24
pollo,2025-02-20,30
aguacate,2025-02-20,18
chile,2025-02-20,15
jitomate,2025-02-21,36
cebolla,2025-02-21,25
huevo,2025-02-21,55
tortilla,2025-02-21,60
leche,2025-02-21,49
frijol,2025-02-21,24
arroz,2025-02-21,27
pollo,2025-02-21,30
aguacate,2025-02-21,19
chile,2025-02-21,19
jitomate,2025-02-22,47
cebolla,2025-02-22,47
huevo,2025-02-22,57
tortilla,2025-02-22,104
leche,2025-02-22,50
frijol,2025-02-22,26
arroz,2025-02-22,30
pollo,2025-02-22,39
aguacate,2025-02-22,29
chile,2025-02-22,18
jitomate,2025-02-23,52
cebolla,2025-02-23,28
huevo,2025-02-23,67
tortilla,2025-02-23,129
leche,2025-02-23,64
frijol,2025-02-23,31
arroz,2025-02-23,37
pollo,2025-02-23,45
aguacate,2025-02-23,29
chile,2025-02-23,26
jitomate,2025-02-24,31
cebolla,2025-02-24,27
huevo,2025-02-24,60
tortilla,2025-02-24,92
leche,2025-02-24,50
frijol,2025-02-24,28
arroz,2025-02-24,24
pollo,2025-02-24,26
aguacate,2025-02-24,24
chile,2025-02-24,17
jitomate,2025-02-25,34
cebolla,2025-02-25,28
huevo,2025-02-25,52
tortilla,2025-02-25,95
leche,2025-02-25,52
frijol,2025-02-25,24
arroz,2025-02-25,28
pollo,2025-02-25,32
aguacate,2025-02-25,23
chile,2025-02-25,11
jitomate,2025-02-26,30
cebolla,2025-02-26,27
huevo,2025-02-26,52
tortilla,2025-02-26,71
leche,2025-02-26,50
frijol,2025-02-26,20
arroz,2025-02-26,27
pollo,2025-02-26,33
aguacate,2025-02-26,20
chile,2025-02-26,15
jitomate,2025-02-27,36
cebolla,2025-02-27,33
huevo,2025-02-27,60
tortilla,2025-02-27,95
leche,2025-02-27,45
frijol,2025-02-27,17
arroz,2025-02-27,24
pollo,2025-02-27,31
aguacate,2025-02-27,24
chile,2025-02-27,19
jitomate,2025-02-28,39
cebolla,2025-02-28,24
huevo,2025-02-28,56
tortilla,2025-02-28,80
leche,2025-02-28,44
frijol,2025-02-28,19
arroz,2025-02-28,28
pollo,2025-02-28,32
aguacate,2025-02-28,23
chile,2025-02-28,13
jitomate,2025-03-01,53
cebolla,2025-03-01,74
huevo,2025-03-01,83
tortilla,2025-03-01,150
leche,2025-03-01,85
frijol,2025-03-01,34
arroz,2025-03-01,56
pollo,2025-03-01,55
aguacate,2025-03-01,36
chile,2025-03-01,36
jitomate,2025-03-02,45
cebolla,2025-03-02,35
huevo,2025-03-02,72
tortilla,2025-03-02,91
leche,2025-03-02,66
frijol,2025-03-02,34
arroz,2025-03-02,37
pollo,2025-03-02,49
aguacate,2025-03-02,32
chile,2025-03-02,24
jitomate,2025-03-03,38
cebolla,2025-03-03,35
huevo,2025-03-03,53
tortilla,2025-03-03,107
leche,2025-03-03,48
frijol,2025-03-03,27
arroz,2025-03-03,35
pollo,2025-03-03,23
aguacate,2025-03-03,21
chile,2025-03-03,17
jitomate,2025-03-04,49
cebolla,2025-03-04,28
huevo,2025-03-04,83
tortilla,2025-03-04,68
leche,2025-03-04,52
frijol,2025-03-04,23
arroz,2025-03-04,30
pollo,2025-03-04,31
aguacate,2025-03-04,20
chile,2025-03-04,13
jitomate,2025-03-05,40
cebolla,2025-03-05,23
huevo,2025-03-05,47
tortilla,2025-03-05,89
leche,2025-03-05,48
frijol,2025-03-05,28
arroz,2025-03-05,22
pollo,2025-03-05,36
aguacate,2025-03-05,23
chile,2025-03-05,17
jitomate,2025-03-06,34
cebolla,2025-03-06,29
huevo,2025-03-06,67
tortilla,2025-03-06,83
leche,2025-03-06,55
frijol,2025-03-06,23
arroz,2025-03-06,35
pollo,2025-03-06,34
aguacate,2025-03-06,21
chile,2025-03-06,13
jitomate,2025-03-07,31
cebolla,2025-03-07,31
huevo,2025-03-07,57
tortilla,2025-03-07,92
leche,2025-03-07,44
frijol,2025-03-07,24
arroz,2025-03-07,25
pollo,2025-03-07,36
aguacate,2025-03-07,21
chile,2025-03-07,23
jitomate,2025-03-08,46
cebolla,2025-03-08,45
huevo,2025-03-08,64
tortilla,2025-03-08,107
leche,2025-03-08,56
frijol,2025-03-08,38
arroz,2025-03-08,38
pollo,2025-03-08,46
aguacate,2025-03-08,29
chile,2025-03-08,19
jitomate,2025-03-09,62
cebolla,2025-03-09,46
huevo,2025-03-09,76
tortilla,2025-03-09,115
leche,2025-03-09,70
frijol,2025-03-09,31
arroz,2025-03-09,35
pollo,2025-03-09,41
aguacate,2025-03-09,27
chile,2025-03-09,21
jitomate,2025-03-10,43
cebolla,2025-03-10,28
huevo,2025-03-10,55
tortilla,2025-03-10,80
leche,2025-03-10,38
frijol,2025-03-10,30
arroz,2025-03-10,30
pollo,2025-03-10,39
aguacate,2025-03-10,20
chile,2025-03-10,21
jitomate,2025-03-11,40
cebolla,2025-03-11,36
huevo,2025-03-11,59
tortilla,2025-03-11,88
leche,2025-03-11,45
frijol,2025-03-11,25
arroz,2025-03-11,28
pollo,2025-03-11,42
aguacate,2025-03-11,27
chile,2025-03-11,18
jitomate,2025-03-12,46
cebolla,2025-03-12,17
huevo,2025-03-12,55
tortilla,2025-03-12,92
leche,2025-03-12,56
frijol,2025-03-12,26
arroz,2025-03-12,27
pollo,2025-03-12,32
aguacate,2025-03-12,19
chile,2025-03-12,23
jitomate,2025-03-13,46
cebolla,2025-03-13,35
huevo,2025-03-13,59
tortilla,2025-03-13,81
leche,2025-03-13,53
frijol,2025-03-13,24
arroz,2025-03-13,27
pollo,2025-03-13,34
aguacate,2025-03-13,20
chile,2025-03-13,15
jitomate,2025-03-14,47
cebolla,2025-03-14,29
huevo,2025-03-14,80
tortilla,2025-03-14,124
leche,2025-03-14,54
frijol,2025-03-14,22
arroz,2025-03-14,36
pollo,2025-03-14,44
aguacate,2025-03-14,27
chile,2025-03-14,18
jitomate,2025-03-15,45
cebolla,2025-03-15,60
huevo,2025-03-15,92
tortilla,2025-03-15,154
leche,2025-03-15,79
frijol,2025-03-15,42
arroz,2025-03-15,36
pollo,2025-03-15,52
aguacate,2025-03-15,28
chile,2025-03-15,24
jitomate,2025-03-16,57
cebolla,2025-03-16,35
huevo,2025-03-16,89
tortilla,2025-03-16,128
leche,2025-03-16,65
frijol,2025-03-16,39
arroz,2025-03-16,45
pollo,2025-03-16,49
aguacate,2025-03-16,46
chile,2025-03-16,32
jitomate,2025-03-17,46
cebolla,2025-03-17,28
huevo,2025-03-17,67
tortilla,2025-03-17,98
leche,2025-03-17,42
frijol,2025-03-17,22
arroz,2025-03-17,39
pollo,2025-03-17,32
aguacate,2025-03-17,23
chile,2025-03-17,17
jitomate,2025-03-18,44
cebolla,2025-03-18,25
huevo,2025-03-18,50
tortilla,2025-03-18,103
leche,2025-03-18,50
frijol,2025-03-18,15
arroz,2025-03-18,28
pollo,2025-03-18,33
aguacate,2025-03-18,24
chile,2025-03-18,18
jitomate,2025-03-19,41
cebolla,2025-03-19,30
huevo,2025-03-19,61
tortilla,2025-03-19,73
leche,2025-03-19,43
frijol,2025-03-19,21
arroz,2025-03-19,22
pollo,2025-03-19,38
aguacate,2025-03-19,25
chile,2025-03-19,19
jitomate,2025-03-20,36
cebolla,2025-03-20,27
huevo,2025-03-20,55
tortilla,2025-03-20,103
leche,2025-03-20,53
frijol,2025-03-20,31
arroz,2025-03-20,23
pollo,2025-03-20,33
aguacate,2025-03-20,17
chile,2025-03-20,14
jitomate,2025-03-21,38
cebolla,2025-03-21,28
huevo,2025-03-21,54
tortilla,2025-03-21,68
leche,2025-03-21,50
frijol,2025-03-21,23
arroz,2025-03-21,31
pollo,2025-03-21,37
aguacate,2025-03-21,17
chile,2025-03-21,19
jitomate,2025-03-22,46
cebolla,2025-03-22,47
huevo,2025-03-22,76
tortilla,2025-03-22,106
leche,2025-03-22,60
frijol,2025-03-22,25
arroz,2025-03-22,42
pollo,2025-03-22,59
aguacate,2025-03-22,21
chile,2025-03-22,22
jitomate,2025-03-23,50
cebolla,2025-03-23,35
huevo,2025-03-23,90
tortilla,2025-03-23,136
leche,2025-03-23,61
frijol,2025-03-23,42
arroz,2025-03-23,36
pollo,2025-03-23,43
aguacate,2025-03-23,29
chile,2025-03-23,20
jitomate,2025-03-24,48
cebolla,2025-03-24,32
huevo,2025-03-24,56
tortilla,2025-03-24,86
leche,2025-03-24,42
frijol,2025-03-24,25
arroz,2025-03-24,22
pollo,2025-03-24,34
aguacate,2025-03-24,20
chile,2025-03-24,19
jitomate,2025-03-25,45
cebolla,2025-03-25,33
huevo,2025-03-25,58
tortilla,2025-03-25,79
leche,2025-03-25,47
frijol,2025-03-25,24
arroz,2025-03-25,29
pollo,2025-03-25,31
aguacate,2025-03-25,18
chile,2025-03-25,18
jitomate,2025-03-26,47
cebolla,2025-03-26,38
huevo,2025-03-26,66
tortilla,2025-03-26,75
leche,2025-03-26,59
frijol,2025-03-26,21
arroz,2025-03-26,24
pollo,2025-03-26,37
aguacate,2025-03-26,17
chile,2025-03-26,20
jitomate,2025-03-27,39
cebolla,2025-03-27,31
huevo,2025-03-27,52
tortilla,2025-03-27,99
leche,2025-03-27,53
frijol,2025-03-27,23
arroz,2025-03-27,31
pollo,2025-03-27,21
aguacate,2025-03-27,23
chile,2025-03-27,17
jitomate,2025-03-28,35
cebolla,2025-03-28,30
huevo,2025-03-28,63
tortilla,2025-03-28,78
leche,2025-03-28,48
frijol,2025-03-28,24
arroz,2025-03-28,29
pollo,2025-03-28,41
aguacate,2025-03-28,20
chile,2025-03-28,21
jitomate,2025-03-29,51
cebolla,2025-03-29,50
huevo,2025-03-29,71
tortilla,2025-03-29,145
leche,2025-03-29,88
frijol,2025-03-29,52
arroz,2025-03-29,45
pollo,2025-03-29,49
aguacate,2025-03-29,40
chile,2025-03-29,29
jitomate,2025-03-30,65
cebolla,2025-03-30,54
huevo,2025-03-30,111
tortilla,2025-03-30,106
leche,2025-03-30,80
frijol,2025-03-30,40
arroz,2025-03-30,37
pollo,2025-03-30,42
aguacate,2025-03-30,35
chile,2025-03-30,27
jitomate,2025-03-31,44
cebolla,2025-03-31,36
huevo,2025-03-31,70
tortilla,2025-03-31,111
leche,2025-03-31,76
frijol,2025-03-31,30
arroz,2025-03-31,44
pollo,2025-03-31,51
aguacate,2025-03-31,31
chile,2025-03-31,20
jitomate,2025-04-01,48
cebolla,2025-04-01,32
huevo,2025-04-01,80
tortilla,2025-04-01,111
leche,2025-04-01,67
frijol,2025-04-01,33
arroz,2025-04-01,36
pollo,2025-04-01,41
aguacate,2025-04-01,23
chile,2025-04-01,21
jitomate,2025-04-02,44
cebolla,2025-04-02,29
huevo,2025-04-02,59
tortilla,2025-04-02,102
leche,2025-04-02,54
frijol,2025-04-02,19
arroz,2025-04-02,28
pollo,2025-04-02,30
aguacate,2025-04-02,22
chile,2025-04-02,19
jitomate,2025-04-03,43
cebolla,2025-04-03,37
huevo,2025-04-03,55
tortilla,2025-04-03,86
leche,2025-04-03,54
frijol,2025-04-03,29
arroz,2025-04-03,24
pollo,2025-04-03,39
aguacate,2025-04-03,24
chile,2025-04-03,18
jitomate,2025-04-04,38
cebolla,2025-04-04,33
huevo,2025-04-04,64
tortilla,2025-04-04,95
leche,2025-04-04,45
frijol,2025-04-04,19
arroz,2025-04-04,28
pollo,2025-04-04,34
aguacate,2025-04-04,24
chile,2025-04-04,16
jitomate,2025-04-05,57
cebolla,2025-04-05,41
huevo,2025-04-05,69
tortilla,2025-04-05,134
leche,2025-04-05,62
frijol,2025-04-05,29
arroz,2025-04-05,38
pollo,2025-04-05,45
aguacate,2025-04-05,25
chile,2025-04-05,26
jitomate,2025-04-06,52
cebolla,2025-04-06,35
huevo,2025-04-06,57
tortilla,2025-04-06,124
leche,2025-04-06,66
frijol,2025-04-06,33
arroz,2025-04-06,44
pollo,2025-04-06,29
aguacate,2025-04-06,34
chile,2025-04-06,28
jitomate,2025-04-07,34
cebolla,2025-04-07,35
huevo,2025-04-07,53
tortilla,2025-04-07,76
leche,2025-04-07,49
frijol,2025-04-07,32
arroz,2025-04-07,30
pollo,2025-04-07,35
aguacate,2025-04-07,25
chile,2025-04-07,16
jitomate,2025-04-08,49
cebolla,2025-04-08,37
huevo,2025-04-08,64
tortilla,2025-04-08,79
leche,2025-04-08,58
frijol,2025-04-08,26
arroz,2025-04-08,31
pollo,2025-04-08,41
aguacate,2025-04-08,23
chile,2025-04-08,16
jitomate,2025-04-09,49
cebolla,2025-04-09,31
huevo,2025-04-09,63
tortilla,2025-04-09,98
leche,2025-04-09,52
frijol,2025-04-09,28
arroz,2025-04-09,29
pollo,2025-04-09,34
aguacate,2025-04-09,20
chile,2025-04-09,17
jitomate,2025-04-10,38
cebolla,2025-04-10,34
huevo,2025-04-10,57
tortilla,2025-04-10,89
leche,2025-04-10,49
frijol,2025-04-10,27
arroz,2025-04-10,31
pollo,2025-04-10,45
aguacate,2025-04-10,17
chile,2025-04-10,17
jitomate,2025-04-11,43
cebolla,2025-04-11,22
huevo,2025-04-11,76
tortilla,2025-04-11,88
leche,2025-04-11,44
frijol,2025-04-11,29
arroz,2025-04-11,19
pollo,2025-04-11,36
aguacate,2025-04-11,19
chile,2025-04-11,18
jitomate,2025-04-12,55
cebolla,2025-04-12,44
huevo,2025-04-12,83
tortilla,2025-04-12,154
leche,2025-04-12,66
frijol,2025-04-12,31
arroz,2025-04-12,43
pollo,2025-04-12,45
aguacate,2025-04-12,30
chile,2025-04-12,10
jitomate,2025-04-13,56
cebolla,2025-04-13,39
huevo,2025-04-13,73
tortilla,2025-04-13,105
leche,2025-04-13,74
frijol,2025-04-13,23
arroz,2025-04-13,54
pollo,2025-04-13,53
aguacate,2025-04-13,30
chile,2025-04-13,30
jitomate,2025-04-14,52
cebolla,2025-04-14,32
huevo,2025-04-14,87
tortilla,2025-04-14,85
leche,2025-04-14,68
frijol,2025-04-14,37
arroz,2025-04-14,38
pollo,2025-04-14,34
aguacate,2025-04-14,28
chile,2025-04-14,22
jitomate,2025-04-15,44
cebolla,2025-04-15,24
huevo,2025-04-15,62
tortilla,2025-04-15,104
leche,2025-04-15,73
frijol,2025-04-15,44
arroz,2025-04-15,39
pollo,2025-04-15,39
aguacate,2025-04-15,26
chile,2025-04-15,26
jitomate,2025-04-16,55
cebolla,2025-04-16,40
huevo,2025-04-16,78
tortilla,2025-04-16,133
leche,2025-04-16,83
frijol,2025-04-16,31
arroz,2025-04-16,36
pollo,2025-04-16,47
aguacate,2025-04-16,26
chile,2025-04-16,15
jitomate,2025-04-17,43
cebolla,2025-04-17,27
huevo,2025-04-17,72
tortilla,2025-04-17,92
leche,2025-04-17,61
frijol,2025-04-17,22
arroz,2025-04-17,33
pollo,2025-04-17,26
aguacate,2025-04-17,25
chile,2025-04-17,17
jitomate,2025-04-18,46
cebolla,2025-04-18,28
huevo,2025-04-18,66
tortilla,2025-04-18,97
leche,2025-04-18,53
frijol,2025-04-18,27
arroz,2025-04-18,35
pollo,2025-04-18,32
aguacate,2025-04-18,27
chile,2025-04-18,17
jitomate,2025-04-19,61
cebolla,2025-04-19,53
huevo,2025-04-19,69
tortilla,2025-04-19,79
leche,2025-04-19,67
frijol,2025-04-19,29
arroz,2025-04-19,34
pollo,2025-04-19,43
aguacate,2025-04-19,26
chile,2025-04-19,28
jitomate,2025-04-20,61
cebolla,2025-04-20,46
huevo,2025-04-20,105
tortilla,2025-04-20,103
leche,2025-04-20,41
frijol,2025-04-20,42
arroz,2025-04-20,38
pollo,2025-04-20,45
aguacate,2025-04-20,21
chile,2025-04-20,19
jitomate,2025-04-21,44
cebolla,2025-04-21,29
huevo,2025-04-21,41
tortilla,2025-04-21,77
leche,2025-04-21,58
frijol,2025-04-21,30
arroz,2025-04-21,29
pollo,2025-04-21,50
aguacate,2025-04-21,25
chile,2025-04-21,23
jitomate,2025-04-22,48
cebolla,2025-04-22,34
huevo,2025-04-22,48
tortilla,2025-04-22,68
leche,2025-04-22,44
frijol,2025-04-22,26
arroz,2025-04-22,28
pollo,2025-04-22,37
aguacate,2025-04-22,22
chile,2025-04-22,19
jitomate,2025-04-23,46
cebolla,2025-04-23,30
huevo,2025-04-23,57
tortilla,2025-04-23,55
leche,2025-04-23,57
frijol,2025-04-23,22
arroz,2025-04-23,24
pollo,2025-04-23,40
aguacate,2025-04-23,25
chile,2025-04-23,20
jitomate,2025-04-24,46
cebolla,2025-04-24,25
huevo,2025-04-24,58
tortilla,2025-04-24,83
leche,2025-04-24,63
frijol,2025-04-24,28
arroz,2025-04-24,27
pollo,2025-04-24,39
aguacate,2025-04-24,23
chile,2025-04-24,18
jitomate,2025-04-25,43
cebolla,2025-04-25,34
huevo,2025-04-25,59
tortilla,2025-04-25,73
leche,2025-04-25,53
frijol,2025-04-25,24
arroz,2025-04-25,23
pollo,2025-04-25,31
aguacate,2025-04-25,21
chile,2025-04-25,18
jitomate,2025-04-26,56
cebolla,2025-04-26,38
huevo,2025-04-26,83
tortilla,2025-04-26,110
leche,2025-04-26,70
frijol,2025-04-26,34
arroz,2025-04-26,40
pollo,2025-04-26,55
aguacate,2025-04-26,27
chile,2025-04-26,18
jitomate,2025-04-27,51
cebolla,2025-04-27,44
huevo,2025-04-27,78
tortilla,2025-04-27,123
leche,2025-04-27,48
frijol,2025-04-27,28
arroz,2025-04-27,39
pollo,2025-04-27,51
aguacate,2025-04-27,25
chile,2025-04-27,25
jitomate,2025-04-28,36
cebolla,2025-04-28,25
huevo,2025-04-28,61
tortilla,2025-04-28,93
leche,2025-04-28,53
frijol,2025-04-28,28
arroz,2025-04-28,35
pollo,2025-04-28,40
aguacate,2025-04-28,21
chile,2025-04-28,21
jitomate,2025-04-29,39
cebolla,2025-04-29,38
huevo,2025-04-29,87
tortilla,2025-04-29,124
leche,2025-04-29,70
frijol,2025-04-29,40
arroz,2025-04-29,31
pollo,2025-04-29,49
aguacate,2025-04-29,27
chile,2025-04-29,26
jitomate,2025-04-30,51
cebolla,2025-04-30,42
huevo,2025-04-30,92
tortilla,2025-04-30,123
leche,2025-04-30,61
frijol,2025-04-30,30
arroz,2025-04-30,31
pollo,2025-04-30,51
aguacate,2025-04-30,33
chile,2025-04-30,22
jitomate,2025-05-01,38
cebolla,2025-05-01,36
huevo,2025-05-01,84
tortilla,2025-05-01,101
leche,2025-05-01,46
frijol,2025-05-01,31
arroz,2025-05-01,26
pollo,2025-05-01,48
aguacate,2025-05-01,27
chile,2025-05-01,24
jitomate,2025-05-02,50
cebolla,2025-05-02,27
huevo,2025-05-02,43
tortilla,2025-05-02,94
leche,2025-05-02,56
frijol,2025-05-02,21
arroz,2025-05-02,28
pollo,2025-05-02,35
aguacate,2025-05-02,23
chile,2025-05-02,17
jitomate,2025-05-03,76
cebolla,2025-05-03,39
huevo,2025-05-03,84
tortilla,2025-05-03,114
leche,2025-05-03,41
frijol,2025-05-03,41
arroz,2025-05-03,20
pollo,2025-05-03,57
aguacate,2025-05-03,24
chile,2025-05-03,20
jitomate,2025-05-04,54
cebolla,2025-05-04,54
huevo,2025-05-04,86
tortilla,2025-05-04,119
leche,2025-05-04,60
frijol,2025-05-04,37
arroz,2025-05-04,36
pollo,2025-05-04,53
aguacate,2025-05-04,21
chile,2025-05-04,27
jitomate,2025-05-05,44
cebolla,2025-05-05,25
huevo,2025-05-05,53
tortilla,2025-05-05,92
leche,2025-05-05,49
frijol,2025-05-05,27
arroz,2025-05-05,23
pollo,2025-05-05,32
aguacate,2025-05-05,30
chile,2025-05-05,17
jitomate,2025-05-06,39
cebolla,2025-05-06,31
huevo,2025-05-06,60
tortilla,2025-05-06,112
leche,2025-05-06,48
frijol,2025-05-06,30
arroz,2025-05-06,26
pollo,2025-05-06,41
aguacate,2025-05-06,22
chile,2025-05-06,18
jitomate,2025-05-07,41
cebolla,2025-05-07,34
huevo,2025-05-07,52
tortilla,2025-05-07,81
leche,2025-05-07,69
frijol,2025-05-07,28
arroz,2025-05-07,28
pollo,2025-05-07,40
aguacate,2025-05-07,23
chile,2025-05-07,13
jitomate,2025-05-08,43
cebolla,2025-05-08,31
huevo,2025-05-08,66
tortilla,2025-05-08,84
leche,2025-05-08,51
frijol,2025-05-08,31
arroz,2025-05-08,29
pollo,2025-05-08,34
aguacate,2025-05-08,24
chile,2025-05-08,18
jitomate,2025-05-09,49
cebolla,2025-05-09,31
huevo,2025-05-09,66
tortilla,2025-05-09,85
leche,2025-05-09,43
frijol,2025-05-09,29
arroz,2025-05-09,31
pollo,2025-05-09,40
aguacate,2025-05-09,26
chile,2025-05-09,15
jitomate,2025-05-10,56
cebolla,2025-05-10,29
huevo,2025-05-10,88
tortilla,2025-05-10,103
leche,2025-05-10,73
frijol,2025-05-10,38
arroz,2025-05-10,35
pollo,2025-05-10,48
aguacate,2025-05-10,36
chile,2025-05-10,18
jitomate,2025-05-11,60
cebolla,2025-05-11,42
huevo,2025-05-11,94
tortilla,2025-05-11,92
leche,2025-05-11,68
frijol,2025-05-11,40
